tmdb_id,title,release_date,budget,runtime,genres,popularity,vote_average,vote_count,production_companies,directors,cast,imdb_id,mpaa_rating,collection_id,lead_actor_1_name,lead_actor_1_id,lead_actor_1_character,lead_actor_2_name,lead_actor_2_id,lead_actor_2_character,opening_weekend_domestic
381518,Mindhorn,9/10/16,0,89,['Comedy'],3.6333,6.078,309,"['BBC Film', 'Scott Free Productions', 'Isle of Man Film', 'Pinewood Pictures', 'Baby Cow Productions', 'Protagonist Pictures']",['Sean Foley'],"['Julian Barratt', 'Simon Farnaby', 'Essie Davis', 'Steve Coogan', 'Richard McCabe']",tt4799064,R,,Julian Barratt,98104,Richard Thorncroft,Simon Farnaby,114253,Clive Parnevik,364122
334543,Lion,24/11/16,12000000,118,['Drama'],5.1038,8.042,6807,"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']",['Garth Davis'],"['Dev Patel', 'Rooney Mara', 'David Wenham', 'Nicole Kidman', 'Abhishek Bharate']",tt3741834,PG-13,,Dev Patel,76788,Saroo Brierley,Rooney Mara,108916,Lucy,123360
364116,The Other Side of the Door,25/2/16,5000000,96,"['Horror', 'Thriller']",3.6878,5.56,869,"['Pindrop', 'Kriti Productions', 'Fugitive Studios', 'HireWorks', 'Lipsync Productions', 'Fire Axe Pictures']",['Johannes Roberts'],"['Sarah Wayne Callies', 'Jeremy Sisto', 'Sofia Rosinsky', 'Logan Creran', 'Jax Malcolm']",tt3702652,R,,Sarah Wayne Callies,86468,Maria,Jeremy Sisto,23958,Michael,1211210
376867,Moonlight,21/10/16,4000000,111,['Drama'],3.6449,7.365,7337,"['A24', 'Plan B Entertainment', 'PASTEL']",['Barry Jenkins'],"['Trevante Rhodes', 'André Holland', 'Janelle Monáe', 'Ashton Sanders', 'Jharrel Jerome']",tt4975722,,,Trevante Rhodes,1650301,Black,André Holland,459980,Kevin,402075
312669,Maggie's Plan,27/4/16,2000000,98,"['Drama', 'Romance', 'Comedy']",3.0601,5.7,396,"['Round Films', 'Rachael Horovitz Productions', 'Freedom Media', 'Locomotive', 'Hyperion Media Group', 'Franklin Street']",['Rebecca Miller'],"['Greta Gerwig', 'Ethan Hawke', 'Julianne Moore', 'Bill Hader', 'Maya Rudolph']",tt3471098,,,Greta Gerwig,45400,Maggie Hardin,Ethan Hawke,569,John Harding,63308
338766,Hell or High Water,11/8/16,12000000,102,"['Western', 'Crime', 'Drama']",3.8581,7.303,4702,"['Sidney Kimmel Entertainment', 'Film 44', 'OddLot Entertainment', 'Estrella Media', 'Lionsgate', 'CBS Films', 'Sierra/Affinity']",['David Mackenzie'],"['Jeff Bridges', 'Chris Pine', 'Ben Foster', 'Gil Birmingham', 'Marin Ireland']",tt2582782,,,Jeff Bridges,1229,Marcus Hamilton,Chris Pine,62064,Toby Howard,621329
369885,Allied,23/11/16,106000000,124,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",3.5237,6.802,4676,"['Paramount Pictures', 'GK Films', 'ImageMovers', 'Huahua Media']",['Robert Zemeckis'],"['Brad Pitt', 'Marion Cotillard', 'Jared Harris', 'Simon McBurney', 'Lizzy Caplan']",tt3640424,R,,Brad Pitt,287,Max Vatan,Marion Cotillard,8293,Marianne Beauséjour,12701743
310888,Southside with You,26/8/16,1500000,80,"['Romance', 'Drama']",4.2961,5.6,197,"['IM Global', 'Get Lifted Film Co.']",['Richard Tanne'],"['Parker Sawyers', 'Tika Sumpter', 'Vanessa Bell Calloway', 'Phillip Edward Van Lear', 'Deanna Reed-Foster']",tt4258698,,,Parker Sawyers,1349720,Barack Obama,Tika Sumpter,110742,Michelle Robinson,2868403
340485,American Honey,30/9/16,3500000,163,['Drama'],3.4706,6.795,899,"['BFI', 'Maven Screen Media', 'Film4 Productions', 'Parts & Labor', 'Pulse Films']",['Andrea Arnold'],"['Sasha Lane', 'Shia LaBeouf', 'Riley Keough', 'Arielle Holmes', 'McCaul Lombardi']",tt3721936,,,Sasha Lane,1535218,Star,Shia LaBeouf,10959,Jake,71203
388399,Patriots Day,12/12/16,45000000,133,"['Action', 'Crime', 'Drama', 'History', 'Thriller']",3.8543,7.063,2757,"['TIK Films', 'CBS Films', 'Closest to the Hole Productions', 'Bluegrass Films', 'Hutch Parker Entertainment', 'Leverage Entertainment', 'Lionsgate']",['Peter Berg'],"['Mark Wahlberg', 'John Goodman', 'J.K. Simmons', 'Kevin Bacon', 'Michelle Monaghan']",tt4572514,,,Mark Wahlberg,13240,Sgt. Tommy Saunders,John Goodman,1230,Commisioner Ed Davis,161306
340666,Nocturnal Animals,4/11/16,22500000,116,"['Drama', 'Thriller']",3.0615,7.418,8099,"['Fade To Black', 'Artina Films', 'Focus Features', 'Perfect World Pictures']",['Tom Ford'],"['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon', 'Aaron Taylor-Johnson', 'Isla Fisher']",tt4550098,R,,Amy Adams,9273,Susan Morrow,Jake Gyllenhaal,131,Edward Sheffield / Tony Hastings,492648
354216,The Devil's Candy,15/12/16,0,79,"['Horror', 'Thriller']",3.4429,6.309,687,"['Snoot Entertainment', 'HanWay Films']",['Sean Byrne'],"['Ethan Embry', 'Shiri Appleby', 'Pruitt Taylor Vince', 'Kiara Glasco', 'Tony Amendola']",tt4935372,NR,,Ethan Embry,58019,Jesse,Shiri Appleby,50346,Astrid,311252
302401,Snowden,15/9/16,40000000,135,"['Drama', 'History', 'Crime', 'Thriller']",4.1862,7.106,4517,"['KrautPack Entertainment', 'Vendian Entertainment', 'Endgame Entertainment', 'Wild Bunch', 'Open Road Films', 'TG Media']",['Oliver Stone'],"['Joseph Gordon-Levitt', 'Shailene Woodley', 'Melissa Leo', 'Zachary Quinto', 'Tom Wilkinson']",tt3774114,R,,Joseph Gordon-Levitt,24045,Edward Snowden,Shailene Woodley,94185,Lindsay Mills,8000058
405882,Don't Kill It,27/8/16,3500000,83,"['Fantasy', 'Horror', 'Action']",3.8127,6,239,"['Bottom Line Entertainment', 'Archstone Entertainment', 'Burning Sky Films']",['Mike Mendez'],"['Dolph Lundgren', 'James Chalke', 'Kristina Klebe', 'Billy Slaughter', 'Miles Doleac']",tt3113696,,,Dolph Lundgren,16644,Jebediah Woodley,James Chalke,90117,Pastor Erikson,5807
121856,Assassin's Creed,21/12/16,125000000,116,"['Action', 'Adventure', 'Science Fiction']",3.3241,5.431,7971,"['New Regency Pictures', 'The Kennedy/Marshall Company', 'Ubisoft Film & Television', 'DMC Film']",['Justin Kurzel'],"['Michael Fassbender', 'Marion Cotillard', 'Jeremy Irons', 'Brendan Gleeson', 'Charlotte Rampling']",tt2094766,PG-13,,Michael Fassbender,17288,Callum Lynch / Aguilar de Nerha,Marion Cotillard,8293,Dr. Sophia Rikkin,10278225
303991,Demolition,6/4/16,10000000,101,"['Comedy', 'Drama']",3.4066,6.835,2393,"['Sidney Kimmel Entertainment', 'Mr. Mudd', 'Black Label Media', 'Sierra/Affinity']",['Jean-Marc Vallée'],"['Jake Gyllenhaal', 'Naomi Watts', 'Chris Cooper', 'Judah Lewis', 'C.J. Wilson']",tt1172049,R,,Jake Gyllenhaal,131,Davis Mitchell,Naomi Watts,3489,Karen Moreno,1100042
359412,Marauders,1/7/16,15000000,107,"['Action', 'Crime', 'Thriller']",2.1972,5.823,685,"['Grindstone Entertainment Group', 'EFO Films', '4th Wall Entertainment', 'Highland Film Group', 'Lionsgate Home Entertainment']",['Steven C. Miller'],"['Bruce Willis', 'Dave Bautista', 'Christopher Meloni', 'Danny A. Abeckaser', 'Lydia Hull']",tt3963816,R,,Bruce Willis,62,Hubert,Dave Bautista,543530,Stockwell,117327
332411,I Am Wrath,14/4/16,18000000,92,"['Action', 'Crime', 'Drama', 'Thriller']",3.3331,5.69,699,"['Hannibal Classics', 'Patriot Pictures', 'Vallelonga Productions', 'Vengeance is Mine Productions']",['Chuck Russell'],"['John Travolta', 'Christopher Meloni', 'Amanda Schull', 'Sam Trammell', 'Patrick St. Esprit']",tt3212232,R,,John Travolta,8891,Stanley Hill,Christopher Meloni,22227,Dennis,105982
376660,The Edge of Seventeen,18/11/16,9000000,105,"['Comedy', 'Drama']",2.6017,7.158,4167,"['Tang Media Productions', 'Gracie Films', 'STXfilms', 'Huayi Brothers Pictures']",['Kelly Fremon Craig'],"['Hailee Steinfeld', 'Woody Harrelson', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick']",tt1878870,R,,Hailee Steinfeld,130640,Nadine Franklin,Woody Harrelson,57755,Mr. Bruner,4754215
398891,Bakery in Brooklyn,30/6/16,4218000,101,"['Comedy', 'Romance']",3.4518,5.2,150,"['La Canica Films', 'El Capitán Pictures', 'TVE', 'New Bakery Productions', 'Bullet Pictures']",['Gustavo Ron'],"['Aimee Teegarden', 'Krysta Rodriguez', 'Ward Horton', 'Blanca Suárez', 'Griffin Newman']",tt4065212,,,Aimee Teegarden,145836,Vivien,Krysta Rodriguez,1254617,Chloe,198795
351242,The Intervention,26/8/16,0,90,"['Comedy', 'Drama']",3.7855,5.857,171,['Burn Later Productions'],['Clea DuVall'],"['Natasha Lyonne', 'Cobie Smulders', 'Melanie Lynskey', 'Jason Ritter', 'Clea DuVall']",tt4872078,,,Natasha Lyonne,10871,Sarah,Cobie Smulders,71189,Ruby,23316
58431,Pride and Prejudice and Zombies,4/2/16,28000000,108,"['Romance', 'Horror', 'Comedy', 'Thriller']",2.9327,6.167,2253,"['Handsomecharlie Films', 'Cross Creek Pictures', 'Panorama Media', 'QC Entertainment', 'MadRiver Pictures', 'Allison Shearmur Productions', 'Head Gear Films', 'PPZ Holdings', 'Sierra/Affinity', 'Screen Gems']",['Burr Steers'],"['Lily James', 'Sam Riley', 'Jack Huston', 'Bella Heathcote', 'Douglas Booth']",tt1374989,,,Lily James,1016168,Elizabeth Bennet,Sam Riley,32987,Fitzwilliam Darcy,5324240
381645,"My Father, Die",12/3/16,0,102,"['Action', 'Drama']",3.6309,5.764,53,['KnightMarcher'],['Sean Brosnan'],"['Joe Anderson', 'John Schneider', 'Kevin Gage', 'Gary Stretch', 'Sean Brosnan']",tt4242100,,,Joe Anderson,29234,Asher,John Schneider,55779,Detective Johnson,3229
415749,Barbie: Star Light Adventure,12/8/16,0,79,"['Animation', 'Family', 'Science Fiction']",2.8956,6.9,177,"['Mattel', 'Arc Productions']","['Andrew Tan', 'Michael Goguen']","['Erica Lindbeck', 'Robbie Daymond', 'Kimberly Woods', 'Sarah Anne Williams', 'Michael Chandler']",tt5502946,G,,Erica Lindbeck,1599422,Barbie (voice),Robbie Daymond,229434,Leo (voice),194719
328387,Nerve,27/6/16,19000000,96,"['Mystery', 'Adventure', 'Crime']",2.9591,7.009,6926,"['Lionsgate', 'Allison Shearmur Productions', 'Keep Your Head Productions', 'TIK Films']","['Henry Joost', 'Ariel Schulman']","['Emma Roberts', 'Dave Franco', 'Emily Meade', 'Miles Heizer', 'Juliette Lewis']",tt3531824,PG-13,,Emma Roberts,34847,Vee Delmonico,Dave Franco,54697,Ian,9445456
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",18/2/16,20000000,103,"['Action', 'Adventure', 'Drama']",2.5618,6.157,699,"['The Weinstein Company', 'Yucaipa Films', 'Pegasus Taihe Entertainment']",['Yuen Woo-Ping'],"['Donnie Yen', 'Michelle Yeoh', 'Jason Scott Lee', 'Natasha Liu Bordizzo', 'Harry Shum Jr.']",tt2652118,PG-13,290973,Donnie Yen,1341,Silent Wolf,Michelle Yeoh,1620,Yu Shu Lien,165831
338964,Bad Santa 2,23/11/16,26000000,92,"['Comedy', 'Crime', 'Mystery']",2.7104,5.41,840,"['Ingenious Media', 'Broad Green Pictures', 'Miramax']",['Mark Waters'],"['Billy Bob Thornton', 'Kathy Bates', 'Tony Cox', 'Christina Hendricks', 'Brett Kelly']",tt1798603,R,423173,Billy Bob Thornton,879,Willie Soke,Kathy Bates,8534,Sunny Soke,6176680
408381,Monolith,12/5/16,0,81,"['Thriller', 'Drama']",3.1033,5.346,377,"['Sky Italia', 'Lock & Valentine', 'Sky Cinema', 'Sergio Bonelli Editore']",['Ivan Silvestrini'],"['Katrina Bowden', 'Nixon Hodges', 'Crew Hodges', 'Damon Dayoub', 'Brandon W. Jones']",tt4711924,,,Katrina Bowden,74618,Sandra,Nixon Hodges,1657541,David,93989
377587,Meet the Blacks,1/4/16,900000,90,['Comedy'],4.1748,4.7,311,"['Hidden Empire Film', 'Freestyle Releasing']",['Deon Taylor'],"['Mike Epps', 'Zulay Henao', 'George López', 'Mike Tyson', 'Charlie Murphy']",tt4191580,R,826725,Mike Epps,51944,Carl Black,Zulay Henao,81703,Lorena,4055940
352186,Good Kids,29/7/16,0,86,['Comedy'],2.8811,6.3,320,"['Compadre Entertainment', 'Depth of Field', 'Voltage Pictures']",['Chris McCoy'],"['Nicholas Braun', 'Zoey Deutch', 'Mateo Arias', 'Israel Broussard', 'Julia Garner']",tt2170427,R,,Nicholas Braun,85139,Andy Evans,Zoey Deutch,1059597,Nora Sullivan,23627
339792,David Brent: Life on the Road,19/8/16,0,96,"['Comedy', 'Music']",2.5105,6.097,385,['BBC Comedy'],['Ricky Gervais'],"['Ricky Gervais', 'Ben Bailey Smith', 'Rebecca Gethings', 'Jo Hartley', 'Andrew Brooke']",tt3137630,,,Ricky Gervais,17835,David Brent,Ben Bailey Smith,1514177,Dom Johnson,1910124
332721,Dad's Army,5/2/16,0,100,"['Comedy', 'War']",2.4056,5.014,214,"['DJ Films', 'British Film Company', 'Screen Yorkshire', 'Pathé', 'Universal Pictures', 'Jimmy Perry Productions']",['Oliver Parker'],"['Catherine Zeta-Jones', 'Bill Nighy', 'Michael Gambon', 'Toby Jones', 'Mark Gatiss']",tt4104054,PG-13,,Catherine Zeta-Jones,1922,Rose Winters,Bill Nighy,2440,Sergeant Wilson,3014393
340677,I.T.,9/9/16,13000000,96,['Thriller'],3.3637,5.414,665,"['Fastnet Films', 'Irish Dreamtime', 'Ciné+', '22h22', 'Mutressa Movies', 'Friendly Films', 'Canal+', 'Voltage Pictures']",['John Moore'],"['Pierce Brosnan', 'Stefanie Scott', 'James Frecheville', 'Michael Nyqvist', 'Anna Friel']",tt2679552,NR,,Pierce Brosnan,517,Mike Regan,Stefanie Scott,106490,Kaitlyn Regan,196885
345920,Collateral Beauty,15/12/16,36000000,97,"['Drama', 'Romance']",2.8061,7.219,5485,"['Village Roadshow Pictures', 'Likely Story', 'Anonymous Content', 'New Line Cinema', 'PalmStar Media', 'Overbrook Entertainment']",['David Frankel'],"['Will Smith', 'Edward Norton', 'Kate Winslet', 'Michael Peña', 'Helen Mirren']",tt4682786,,,Will Smith,2888,Howard Inlet,Edward Norton,819,Whit Yardsham,7102085
325789,The Infiltrator,13/7/16,28000000,127,"['Crime', 'Drama', 'Thriller']",3.6615,6.687,1750,['Good Films Collective'],['Brad Furman'],"['Bryan Cranston', 'Diane Kruger', 'John Leguizamo', 'Daniel Mays', 'Benjamin Bratt']",tt1355631,,,Bryan Cranston,17419,Robert Mazur,Diane Kruger,9824,Kathy Ertz,5303775
262841,Monster Trucks,21/12/16,125000000,104,"['Action', 'Comedy', 'Science Fiction']",3.409,6.089,887,"['Nickelodeon Movies', 'Disruption Entertainment', 'Paramount Animation']",['Chris Wedge'],"['Lucas Till', 'Jane Levy', 'Amy Ryan', 'Rob Lowe', 'Danny Glover']",tt3095734,PG,,Lucas Till,429,Tripp Coley,Jane Levy,530618,Meredith,10950705
325133,Neighbors 2: Sorority Rising,4/5/16,35000000,92,['Comedy'],3.1973,5.821,4522,"['Perfect World Pictures', 'Point Grey Pictures', 'Good Universe', 'Universal Pictures']",['Nicholas Stoller'],"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Chloë Grace Moretz', 'Dave Franco']",tt4438848,R,400700,Seth Rogen,19274,Mac Radner,Zac Efron,29222,Teddy Sanders,21760405
333386,The Duel,24/6/16,10000000,110,"['Western', 'Drama']",3.0483,5.403,365,"['Media House Capital', '26 Films', 'Mandeville Films', 'Atomic Entertainment', 'Bron Capital Partners', 'Lionsgate Premiere', 'Mississippix Studios', 'Crystal Wealth']",['Kieran Darcy-Smith'],"['Woody Harrelson', 'Liam Hemsworth', 'Alice Braga', 'Emory Cohen', 'Felicity Price']",tt2436682,PG-13,,Woody Harrelson,57755,Abraham Brant,Liam Hemsworth,96066,David Kingston,15454
340402,Almost Christmas,11/11/16,17000000,111,"['Comedy', 'Drama']",2.5518,6,378,"['Will Packer Productions', 'Universal Pictures']",['David E. Talbert'],"['Kimberly Elise', 'Omar Epps', 'Danny Glover', 'John Michael Higgins', 'Romany Malco']",tt4649416,PG-13,,Kimberly Elise,55314,Cheryl,Omar Epps,4987,Malachi,15134235
270774,Skiptrace,21/7/16,32000000,107,"['Action', 'Adventure', 'Crime', 'Comedy']",3.5478,5.724,737,"['JC Group International', 'InterTitle Films', 'Cider Mill Pictures', 'Dasym Enetertainment', 'Talent International Media', 'Talent International Film Cultural Company', 'Lionsgate']",['Renny Harlin'],"['Jackie Chan', 'Johnny Knoxville', 'Fan Bingbing', 'Eric Tsang Chi-Wai', 'Eve Torres']",tt2238032,PG-13,,Jackie Chan,18897,Bennie Chan,Johnny Knoxville,9656,Connor Watts,785983
492621,The Midnight Man,30/9/16,0,95,['Horror'],3.5403,5.794,436,"['The Bridge Finance Company', 'Midnight Productions', 'Scooty Woop Elite', 'Voltage Pictures']",['Travis Zariwny'],"['Gabrielle Haugh', 'Grayson Gabriel', 'Lin Shaye', 'Robert Englund', 'Em Haine']",tt5629964,,,Gabrielle Haugh,1679798,Alex Luster,Grayson Gabriel,90730,Miles,776658
393457,Fences,16/12/16,24000000,139,['Drama'],2.717,6.871,2735,"['Paramount Pictures', 'Scott Rudin Productions', 'MACRO', 'Bron Studios', 'Escape Artists']",['Denzel Washington'],"['Denzel Washington', 'Viola Davis', 'Stephen McKinley Henderson', 'Jovan Adepo', 'Russell Hornsby']",tt2671706,PG-13,,Denzel Washington,5292,Troy Maxson,Viola Davis,19492,Rose Maxson,129462
377897,Barbie: Spy Squad,15/1/16,0,75,"['Action', 'Animation', 'Family']",2.0035,7,416,"['Mattel', 'Rainmaker Entertainment']",['Conrad Helten'],"['Erica Lindbeck', 'Stephanie Sheh', 'Jenny Pellicer', 'Alyssya Swales', 'Elizabeth Irving']",tt5042436,G,,Erica Lindbeck,1599422,Barbie (voice),Stephanie Sheh,1219437,Renee (voice),789517
291356,In a Valley of Violence,21/10/16,0,104,"['Western', 'Action']",2.4983,6.122,609,['Blumhouse Productions'],['Ti West'],"['Ethan Hawke', 'John Travolta', 'Taissa Farmiga', 'James Ransone', 'Karen Gillan']",tt3608930,R,,Ethan Hawke,569,Paul,John Travolta,8891,The Marshal,29343
334524,Gold,3/2/16,20000000,120,"['Adventure', 'Drama', 'Thriller']",2.9892,6.62,1704,"['Living Films', 'Black Bear Pictures', 'Boies/Schiller Film Group', 'Hwy61']",['Stephen Gaghan'],"['Matthew McConaughey', 'Bryce Dallas Howard', 'Edgar Ramírez', 'Timothy Simons', 'Michael Landes']",tt1800302,R,,Matthew McConaughey,10297,Kenny Wells,Bryce Dallas Howard,18997,Kay,3471316
374617,Imperium,19/8/16,0,109,"['Crime', 'Drama']",2.6311,6.47,1449,"['Tycor International Film Company', 'Grindstone Entertainment Group', 'Sculptor Media', 'Green-Light International', 'Atomic Features']",['Daniel Ragussis'],"['Daniel Radcliffe', 'Toni Collette', 'Tracy Letts', 'Sam Trammell', 'Nestor Carbonell']",tt4781612,R,,Daniel Radcliffe,10980,Nate Foster,Toni Collette,3051,Angela Zampino,57506
308453,The Bronze,22/1/16,3500000,108,"['Drama', 'Comedy']",2.4585,6.031,386,['Duplass Brothers Productions'],['Bryan Buckley'],"['Melissa Rauch', 'Gary Cole', 'Thomas Middleditch', 'Sebastian Stan', 'Cecily Strong']",tt3859304,R,,Melissa Rauch,1221716,Hope Annabelle Greggory,Gary Cole,21163,Stan Greggory,386328
397520,Anne of Green Gables,15/2/16,0,85,"['Drama', 'Family', 'TV Movie']",3.3208,7.2,130,['Breakthrough Entertainment'],['John Kent Harrison'],"['Ella Ballentine', 'Martin Sheen', 'Sara Botsford', 'Julia Lalonde', 'Kate Hennig']",tt4820224,G,653726,Ella Ballentine,1130510,Anne Shirley,Martin Sheen,8349,Matthew Cuthbert,10274
277834,Moana,13/10/16,150000000,107,"['Adventure', 'Comedy', 'Family', 'Animation']",2.3457,7.6,13409,['Walt Disney Animation Studios'],"['Ron Clements', 'John Musker']","['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement']",tt3521164,PG,1241984,Auliʻi Cravalho,1564846,Moana (voice),Dwayne Johnson,18918,Maui (voice),56631401
319888,Eddie the Eagle,25/2/16,23000000,106,"['Comedy', 'Drama', 'History', 'Adventure']",2.5041,7.163,2213,"['Marv', 'Saville Productions']",['Dexter Fletcher'],"['Taron Egerton', 'Hugh Jackman', 'Christopher Walken', 'Ania Sowinski', 'Mads Sjøgård Pettersen']",tt1083452,,,Taron Egerton,1303037,Eddie Edwards,Hugh Jackman,6968,Bronson Peary,6084682
332979,Bleed for This,4/11/16,6000000,116,['Drama'],2.9938,6.799,814,"['Sikelia Productions', 'Younger Than You', 'Verdi Productions', 'Bruce Cohen Productions']",['Ben Younger'],"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal', 'Ciarán Hinds', 'Ted Levine']",tt1620935,,,Miles Teller,996701,Vinny Pazienza,Aaron Eckhart,6383,Kevin Rooney,2366810
404378,A Street Cat Named Bob,4/11/16,8000000,103,"['Family', 'Drama']",2.2802,7.9,1511,"['Iris Productions', 'Shooting Script Films', 'Prescience', 'Stage 6 Films']",['Roger Spottiswoode'],"['Luke Treadaway', 'Ruta Gedmintas', 'Joanne Froggatt', 'Anthony Stewart Head', 'Caroline Goodall']",tt3606888,NR,761842,Luke Treadaway,103351,James Bowen,Ruta Gedmintas,141892,Betty,32887
325346,The Hollars,25/8/16,3800000,88,"['Comedy', 'Drama', 'Romance']",2.946,6.308,321,"['Sunday Night Productions', 'Sycamore Pictures', 'Groundswell Productions', 'Fancy Film Post Services']",['John Krasinski'],"['John Krasinski', 'Margo Martindale', 'Richard Jenkins', 'Sharlto Copley', 'Anna Kendrick']",tt3714720,,,John Krasinski,17697,John Hollar,Margo Martindale,452,Sally Hollar,38210
303858,Money Monster,12/5/16,27000000,99,"['Thriller', 'Drama']",3.3553,6.438,3078,"['TriStar Pictures', 'LStar Capital', 'Smokehouse Pictures', 'The Allegiance Theater']",['Jodie Foster'],"['George Clooney', 'Julia Roberts', ""Jack O'Connell"", 'Dominic West', 'Caitríona Balfe']",tt2241351,R,,George Clooney,1461,Lee Gates,Julia Roberts,1204,Patty Fenn,14788157
286567,Max Steel,14/10/16,10000000,92,"['Action', 'Adventure', 'Science Fiction']",2.6759,5.599,821,"['Dolphin Entertainment', 'Ingenious Media', 'Mattel Playground Productions', 'Mattel', 'Open Road Films']",['Stewart Hendler'],"['Ben Winchell', 'Josh Brener', 'Ana Villafañe', 'Andy Garcia', 'Maria Bello']",tt1472584,PG-13,,Ben Winchell,997369,Max McGrath,Josh Brener,1180979,Steel (voice),2182216
382475,The Pass,16/3/16,0,87,"['Drama', 'Romance']",1.9308,6.366,131,['Toledo Productions'],['Ben A. Williams'],"['Russell Tovey', 'Arinzé Kene', 'Lisa McGrillis', 'Nico Mirallegro', 'Rory J. Saper']",tt5160154,,,Russell Tovey,55469,Jason,Arinzé Kene,1346536,Ade,23482
331962,Exposed,22/1/16,0,102,"['Drama', 'Crime', 'Thriller', 'Mystery']",2.2528,4.913,560,"['Remark Films', 'EFO Films', 'PalmStar Media', 'Lionsgate']",['Gee Malik Linton'],"['Keanu Reeves', 'Ana de Armas', 'Mira Sorvino', 'Christopher McDonald', 'Laura Gómez']",tt4019560,R,,Keanu Reeves,6384,Detective Scott Galban,Ana de Armas,224513,Isabel de La Cruz,82480
324560,Brimstone,12/3/16,13000000,148,"['Thriller', 'Western', 'Drama']",3.124,7.153,1223,"['Illusion Film', 'N279 Entertainment', 'FilmWave', 'Prime Time', 'X Filme Creative Pool', 'Backup Media', 'Film i Väst', 'Proton Cinema', 'New Sparta Films', 'Embankment Films', 'The Jokers Films', 'Canal+', 'Ciné+', 'Cine Tirol', 'Paradiso Filmed Entertainment']",['Martin Koolhoven'],"['Guy Pearce', 'Dakota Fanning', 'Carice van Houten', 'Kit Harington', 'Vera Vitali']",tt1895315,,,Guy Pearce,529,The Reverend,Dakota Fanning,501,Liz,275333
339397,Café Society,11/5/16,30000000,97,"['Comedy', 'Drama', 'Romance']",3.5979,6.449,2765,"['Perdido Productions', 'Gravier Productions']",['Woody Allen'],"['Jesse Eisenberg', 'Kristen Stewart', 'Steve Carell', 'Blake Lively', 'Parker Posey']",tt4513674,PG-13,,Jesse Eisenberg,44735,Bobby Dorfman,Kristen Stewart,37917,Vonnie Sybil,359289
424632,Until Forever,20/10/16,0,100,"['Drama', 'Romance']",2.7885,7.6,116,['Linn Productions'],['Michael Linn'],"['Stephen Anthony Bailey', 'Madison Lawlor', 'Jamie Anderson', 'Hayden Loven', 'James Stephens III']",tt4061196,,,Stephen Anthony Bailey,1647314,Michael Boyum,Madison Lawlor,1426494,Michelle Larson,12445
376290,Miss Sloane,25/11/16,13000000,133,"['Drama', 'Crime', 'Thriller']",2.6153,7.416,1911,"['FilmNation Entertainment', 'Transfilm', 'Archery Pictures', 'Ciné+', 'France 2 Cinéma', 'Canal+', 'France Télévisions Distribution']",['John Madden'],"['Jessica Chastain', 'Mark Strong', 'Gugu Mbatha-Raw', 'Alison Pill', 'Michael Stuhlbarg']",tt4540710,R,,Jessica Chastain,83002,Madeline Elizabeth Sloane,Mark Strong,2983,Rodolfo Vittorio Schmidt,59797
276905,Norm of the North,14/1/16,7000000,86,"['Adventure', 'Animation', 'Comedy', 'Family']",2.9687,4.652,351,"['Lionsgate', 'Splash Entertainment', 'Telegael', 'Assemblage Entertainment', 'Mandate International', 'Dream Factory Group', 'Discreet Arts Productions']",['Trevor Wall'],"['Rob Schneider', 'Heather Graham', 'Maya Kay', 'Ken Jeong', 'Bill Nighy']",tt1594972,PG,571845,Rob Schneider,60949,Norm (voice),Heather Graham,69122,Vera (voice),6844137
353069,Mother's Day,28/4/16,25000000,118,"['Comedy', 'Drama', 'Romance']",2.1688,5.989,1299,"['Rice Films', 'GulfStream Pictures', 'May Day Movies', 'Triad Film Works', 'Beatnik Films', 'Capacity Pictures', 'Open Road Films', 'PalmStar Media', 'Universal Pictures']",['Garry Marshall'],"['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson', 'Jason Sudeikis', 'Sarah Chalke']",tt4824302,PG-13,,Jennifer Aniston,4491,Sandy,Julia Roberts,1204,Miranda Collins,8369184
328111,The Secret Life of Pets,18/6/16,75000000,86,"['Family', 'Comedy', 'Adventure', 'Animation']",2.4526,6.31,8343,"['Illumination', 'Universal Pictures']",['Chris Renaud'],"['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart', 'Jenny Slate', 'Ellie Kemper']",tt2709768,PG,427084,Louis C.K.,52849,Max (voice),Eric Stonestreet,156962,Duke (voice),104352905
